1997,0.1205,1
1997,0.1687,1
1997,0.241,1
1997,0.52,1
1997,0.65,1
1997,0.305,1
1997,0.241,0
1997,0.04,1
1997,0.02,1
1997,0.2,1
1997,0.26,1
1997,0.65,1
1997,0.466,1
1997,0.2,0
1997,0.1526,1
1997,0.1962,1
1997,0,1
1997,0.26,1
1997,0.65,1
1997,0.487,1
1997,0.218,0
1997,0.1456,1
1997,0.1664,1
1997,0,1
1997,0.195,1
1997,0.65,1
1997,0.559,1
1997,0.208,0
1997,0.0187,1
1997,0.1122,1
1997,0.187,1
1997,0.52,1
1997,0.65,1
1997,0.234,1
1997,0.187,0
1997,0.1848,1
1997,0.0231,1
1997,0.231,1
1997,0.065,1
1997,0.65,1
1997,0.235,1
1997,0.231,0
1997,0.0915,1
1997,0.1464,1
1997,0,1
1997,0.325,1
1997,0.65,1
1997,0.254,1
1997,0.183,0
1997,0.0524,1
1997,0.2096,1
1997,0,1
1997,0.13,1
1997,0.65,1
1997,0.228,1
1997,0.262,0
1997,0.1032,1
1997,0.172,1
1997,0,1
1997,0.455,1
1997,0.65,1
1997,0.139,1
1997,0.172,0
1997,0.1645,1
1997,0.047,1
1997,0.235,1
1997,0.195,1
1997,0.65,1
1997,0.17,1
1997,0.235,0
1997,0.1611,1
1997,0.1253,1
1997,0.179,1
1997,0.13,1
1997,0.65,1
1997,0.218,1
1997,0.179,0
1997,0.1592,1
1997,0.1791,1
1997,0,1
1997,0.52,1
1997,0.65,1
1997,0.14,1
1997,0.199,0
1997,0.0196,1
1997,0.098,1
1997,0,1
1997,0.52,1
1997,0.65,1
1997,0.225,1
1997,0.196,0
1997,0.0384,1
1997,0.0768,1
1997,0,1
1997,0.195,1
1997,0.65,1
1997,0.168,1
1997,0.192,0
1997,0.0985,1
1997,0.1379,1
1997,0.197,1
1997,0.52,1
1997,0.65,1
1997,0.165,1
1997,0.197,0
1997,0.4412,1
1997,0.7721,1
1997,1.103,1
1997,0.65,1
1997,0.65,1
1997,0.201,1
1997,1.103,0
1997,0.4356,1
1997,0.484,1
1997,0,1
1997,0.065,1
1997,0.65,1
1997,0.167,1
1997,0.484,0
1997,0.1044,1
1997,0.1044,1
1997,0,1
1997,0.065,1
1997,0.65,1
1997,0.229,1
1997,0.261,0
1997,0.0678,1
1997,0.1356,1
1997,0,1
1997,0.65,1
1997,0.65,1
1997,0.137,1
1997,0.678,0
1997,0.2352,1
1997,0.1176,1
1997,0.392,1
1997,0.065,1
1997,0.65,1
1997,0.201,1
1997,0.392,0
1997,0.3492,1
1997,0.6984,1
1997,0.873,1
1997,0.195,1
1997,0.65,1
1997,0.192,1
1997,0.873,0
1997,1.4424,1
1997,1.803,1
1997,3.606,1
1997,0.26,1
1997,0.65,1
1997,0.168,1
1997,3.606,0
1997,0.0496,1
1997,0.248,1
1997,0.496,1
1997,0.065,1
1997,0.65,1
1997,0.394,1
1997,0.496,0
1997,0.1158,1
1997,0.0772,1
1997,0,1
1997,0.325,1
1997,0.65,1
1997,0.869,1
1997,0.193,0
1997,0.0905,1
1997,0.1629,1
1997,0,1
1997,0.195,1
1997,0.65,1
1997,1.164,1
1997,0.181,0
1997,0.256,1
1997,0.512,1
1997,0.512,1
1997,0.325,1
1997,0.65,1
1997,0.765,1
1997,0.512,0
1997,0.7209,1
1997,0.2403,1
1997,0.801,1
1997,0.26,1
1997,0.65,1
1997,0.865,1
1997,0.801,0
1997,0.3816,1
1997,0.2968,1
1997,0.424,1
1997,0.13,1
1997,0.65,1
1997,0.854,1
1997,0.424,0
1997,0.2296,1
1997,0.1968,1
1997,0,1
1997,0.455,1
1997,0.65,1
1997,0.671,1
1997,0.328,0
1997,0.1045,1
1997,0.1672,1
1997,0,1
1997,0.455,1
1997,0.65,1
1997,0.781,1
1997,0.209,0
1997,0.117,1
1997,0.234,1
1997,0,1
1997,0.39,1
1997,0.65,1
1997,0.593,1
1997,0.39,0
1997,0.1664,1
1997,0.416,1
1997,0.416,1
1997,0.52,1
1997,0.65,1
1997,0.575,1
1997,0.416,0
1997,0.103,1
1997,0.103,1
1997,0,1
1997,0.52,1
1997,0.65,1
1997,0.69,1
1997,0.206,0
1997,0.135,1
1997,0.045,1
1997,0.15,1
1997,0.455,1
1997,0.65,1
1997,0.64,1
1997,0.15,0
1997,0.0822,1
1997,0.1644,1
1997,0,1
1997,0.455,1
1997,0.65,1
1997,0.96,1
1997,0.411,0
1997,0.0966,1
1997,0.1288,1
1997,0.322,1
1997,0.585,1
1997,0.65,1
1997,0.718,1
1997,0.322,0
1997,0.1145,1
1997,0.1832,1
1997,0,1
1997,0.065,1
